client_id,district_id,address_1,address_2,city,state,zipcode
C00001257,35,209 Longbranch Lane,,Sioux Falls,SD,44143
C00001258,35,883 Gulf St.,,Sioux Falls,SD,49937
C00001259,18,9230 Roosevelt St.,,Albuquerque,NM,45144
C00001260,57,9350 South Mammoth Street,,New Bedford,MA,2742
C00001261,57,83 South Arnold Ave.,,New Bedford,MA,2742
C00001262,35,739 Bohemia Drive,,Sioux Falls,SD,42149
C00001263,35,7 Ramblewood Street,,Sioux Falls,SD,42208
C00001264,61,9580 North Bridge Road,,Fall River,MA,2723
C00001265,57,55 Willow Court,,New Bedford,MA,2742
C00001266,71,1 Somerset St.,,Somerville,MA,2145
C00001267,29,98 Green Hill Dr.,,Newark,NJ,41605
C00001268,29,73 Middle River St.,,Newark,NJ,45695
C00001269,1,781 Lawrence Ave.,,New York City,NY,10008
C00001270,13,9120 Gonzales Court,,Oklahoma City,OK,46077
C00001271,47,70 Logan St.,,Charleston,WV,45149
C00001272,8,24 W. Victoria Dr.,,Washington,DC,42897
C00001273,6,9920 Tailwater Lane,,Seattle,WA,46913
C00001274,44,9488 Summerhouse St.,,Portland,ME,45545
C00001275,1,48 Stonybrook Road,,New York City,NY,10108
C00001276,68,841 1st Rd.,,Cranston,RI,44273
C00001277,70,8601 Jackson Drive,,Los Angeles,CA,45127
C00001278,72,32 North Pineknoll St.,,Philadelphia,PA,40125
C00001279,16,302 Pacific Street,,Baltimore,MD,46185
C00001280,34,844 Prince Drive,,Little Rock,AR,41709
C00001281,34,708 Pleasant Drive,,Little Rock,AR,42337
C00001282,52,913 Lafayette Drive,,New Haven,CT,44034
C00001283,66,402 North Miles Dr.,,Warwick,RI,40804
C00001284,66,931 Mayfair Street,,Warwick,RI,46684
C00001285,62,4 S. Parker Dr.,,Nashua,NH,42739
C00001286,52,879 Jones St.,,New Haven,CT,41235
C00001287,65,7928 N. Wayne Ave.,,Newton,MA,2462
C00001288,73,646 Spring Ave.,,New Britain,CT,49408
C00001289,59,507 Armstrong Street,,Quincy,MA,2170
C00001290,35,9 York Lane,,Sioux Falls,SD,40927
C00001291,1,8037 Theatre Road,Unit 5,New York City,NY,10199
C00001292,14,658 Winchester St.,,Las Vegas,NV,47611
C00001293,1,817 Cardinal Street,,New York City,NY,10026
C00001294,1,3 West Swanson St.,,New York City,NY,10001
C00001295,74,4 Halifax Street,,Chicago,IL,47507
C00001296,55,9257 Virginia St.,,Lowell,MA,1853
C00001297,64,63 Valley Farms Lane,,Phoenix,AZ,45905
C00001298,64,642 Harrison Dr.,,Phoenix,AZ,46979
C00001299,2,34 Old County Road,,Jacksonville,FL,42517
C00001300,45,78 Evergreen St.,,Cheyenne,WY,48654
C00001303,42,799 Armstrong Drive,,Billings,MT,45186
C00001304,37,950 Overlook Street,,Jackson,MS,43924
C00001305,55,7504 Bohemia Drive,,Lowell,MA,1853
C00001306,32,8128 Buttonwood St.,,Birmingham,AL,41534
C00001307,74,64 West Johnson Road,,Chicago,IL,47168
C00001308,69,92 W. Proctor St.,,Lawrence,MA,1843
C00001309,1,188 Vernon Drive,,New York City,NY,10009
C00001310,41,7763 Richardson Rd.,,Manchester,NH,42278
C00001311,54,507 Temple Ave.,,Houston,TX,48082
C00001312,35,983 Pennsylvania St.,,Sioux Falls,SD,42119
C00001313,54,8 Windsor Dr.,,Houston,TX,43846
C00001314,54,453 Windfall Road,,Houston,TX,40990
C00001315,34,932 E. Birchwood Lane,,Little Rock,AR,47265
C00001316,67,9923 Surrey Lane,,Danbury,CT,49805
C00001317,67,68 Prince Drive,,Danbury,CT,47237
C00001318,47,7721 E. Lancaster Lane,,Charleston,WV,45055
C00001321,35,13 Woodsman Ave.,Apt. 5B,Sioux Falls,SD,41781
C00001322,4,63 Lyme Lane,,Charlotte,NC,44266
C00001323,70,178 Woodside Rd.,,Los Angeles,CA,41648
C00001324,66,52 East Willow Court,,Warwick,RI,43139
C00001325,39,52 Beechwood Court,,Charleston,SC,40837
C00001326,55,520 Iroquois Drive,,Lowell,MA,1853
C00001327,20,4 Summer Rd.,,Kansas City,MO,43829
C00001328,42,897 Ramblewood St.,,Billings,MT,48217
C00001329,26,9212 South Smith Circle,,Honolulu,HI,43507
C00001330,66,197 Harvard Street,,Warwick,RI,41005
C00001331,54,17 South Golden Star St.,,Houston,TX,47539
C00001332,5,168 NE. Aspen St.,,Indianapolis,IN,48417
C00001333,48,194 James Drive,,Worcester,MA,1602
C00001334,8,953 Thatcher Ave.,,Washington,DC,44838
C00001335,1,39 E. Ridgeview Lane,,New York City,NY,10080
C00001336,1,965 Jones Avenue,,New York City,NY,10279
C00001337,56,26 El Dorado Street,,Cambridge,MA,2138
C00001338,56,23 Bear Hill Lane,,Cambridge,MA,2138
C00001339,22,14 Lookout Dr.,,Virginia Beach,VA,42589
C00001340,68,41 Edgewater Drive,,Cranston,RI,49835
C00001341,69,274 Old York Dr.,,Lawrence,MA,1843
C00001343,1,55 Pawnee Dr.,,New York City,NY,10080
C00001344,1,23 West Temple St.,,New York City,NY,10104
C00001345,32,291 Baker Lane,,Birmingham,AL,43213
C00001346,13,40 Harvey Road,,Oklahoma City,OK,43331
C00001347,13,7998 Lees Creek Dr.,,Oklahoma City,OK,46436
C00001348,13,8422 Peninsula St.,,Oklahoma City,OK,42663
C00001349,26,990 N. Schoolhouse Lane,,Honolulu,HI,45649
C00001350,1,199 Laurel St.,,New York City,NY,10004
C00001351,1,9842 East Gartner Ave.,,New York City,NY,10087
C00001352,54,9 Iroquois Court,,Houston,TX,41100
C00001353,27,9207 Harrison Lane,,San Antonio,TX,48605
C00001354,64,8947 Fremont Rd.,,Phoenix,AZ,41263
C00001355,35,8582 West Park St.,,Sioux Falls,SD,49490
C00001356,1,9 Wintergreen Ave.,,New York City,NY,10018
C00001359,1,9178 W. Williams Court,,New York City,NY,10121
C00001360,1,660 Fairground Ave.,,New York City,NY,10023
C00001361,1,337 Gregory St.,,New York City,NY,10123
C00001362,1,120 Mayfair St.,,New York City,NY,10040
C00001363,6,803 North County Court,,Seattle,WA,43950
C00001364,1,687 Longbranch Ave.,,New York City,NY,10031
C00001365,1,8 Essex Avenue,,New York City,NY,10281
C00001366,12,171 Gartner St.,,Portland,OR,44615
C00001367,60,77 Bridge Street,,Lynn,MA,1904
C00001368,60,9731 Amherst Avenue,,Lynn,MA,1905
C00001369,41,440 Warren Road,,Manchester,NH,41987
C00001370,34,7327 Carriage Road,,Little Rock,AR,46419
C00001371,49,7 Shub Farm Rd.,,Burlington,VT,49577
C00001372,28,9335 Miller Ave.,,Anchorage,AK,41780
C00001373,74,7016 Edgefield Ave.,,Chicago,IL,41454
C00001375,69,7 Taylor Street,,Lawrence,MA,1843
C00001376,18,25 Sussex Street,,Albuquerque,NM,47242
C00001377,18,380 S. Gulf Street,,Albuquerque,NM,46057
C00001378,74,829 School Rd.,,Chicago,IL,40740
C00001379,74,19 Yukon St.,,Chicago,IL,45009
C00001380,44,339 SW. Leatherwood Lane,,Portland,ME,48848
C00001382,18,7410 SW. Ridgeview Dr.,,Albuquerque,NM,41159
C00001383,29,7039 Fawn Rd.,,Newark,NJ,49263
C00001384,40,7018 Green Street,,Fargo,ND,49287
C00001385,22,414 North Church Street,,Virginia Beach,VA,48957
C00001386,22,327 Jones Court,,Virginia Beach,VA,42471
C00001387,1,37 College Ave.,,New York City,NY,10038
C00001388,5,8181 W. Holly Lane,,Indianapolis,IN,48458
C00001389,43,442 Tallwood St.,,Wilmington,DE,44572
C00001390,59,7076 East Hickory Dr.,,Quincy,MA,2170
C00001391,41,41 Joy Ridge St.,,Manchester,NH,44635
C00001392,50,562 Glen Creek Dr.,,Buffalo,NY,14220
C00001393,50,330 Honey Creek Drive,,Buffalo,NY,14221
C00001394,49,904 Clark Ave.,,Burlington,VT,26080
C00001395,49,8794 North Homestead Court,,Burlington,VT,30288
C00001396,39,67 E. Lyme Rd.,,Charleston,SC,46003
C00001397,66,998 Rockcrest Ave.,,Warwick,RI,44942
C00001401,35,8864 Warren Drive,,Sioux Falls,SD,49055
C00001402,44,732 Church Lane,,Portland,ME,49566
C00001403,44,36 Jones Street,,Portland,ME,44524
C00001404,11,13 Prospect Ave.,,Nashville,TN,44101
C00001406,29,9502 Belmont Drive,,Newark,NJ,41883
C00001407,29,9348 Theatre Court,,Newark,NJ,42112
C00001408,49,30 Illinois Lane,,Burlington,VT,32337
C00001409,25,393 Fairfield St.,,Wichita,KS,47303
C00001410,18,7456 West Tower Ave.,,Albuquerque,NM,48090
C00001411,18,1 Johnson Dr.,,Albuquerque,NM,40117
C00001412,6,484 Bayport Drive,,Seattle,WA,41008
C00001413,11,7 Edgewood Lane,,Nashville,TN,49755
C00001414,70,6A Shipley Ave.,,Los Angeles,CA,45617
C00001416,19,1 Cactus St.,,Atlanta,GA,46408
C00001417,27,8540 Richardson Dr.,,San Antonio,TX,43240
C00001418,41,9188 Birch Hill Court,,Manchester,NH,49480
C00001419,74,7694 Harrison Avenue,,Chicago,IL,44121
C00001420,74,9041 Griffin Ave.,,Chicago,IL,41819
C00001421,20,236 Lancaster Rd.,,Kansas City,MO,40007
C00001422,69,7675 New Saddle Ave.,,Lawrence,MA,1843
C00001423,69,494 West Rockland Rd.,,Lawrence,MA,1843
C00001424,8,40 New Ave.,,Washington,DC,43732
C00001425,12,502 Indian Summer Lane,,Portland,OR,46289
C00001426,12,8112 Anderson Road,,Portland,OR,43535
C00001427,14,60 Williams Rd.,,Las Vegas,NV,42539
C00001428,12,83 Jockey Hollow Court,,Portland,OR,48399
C00001429,12,204 South Pineknoll Street,,Portland,OR,48062
C00001430,64,84 Cottage Street,,Phoenix,AZ,45578
C00001431,55,9556 W. Rock Maple Ave.,,Lowell,MA,1853
C00001432,16,89 Lafayette St.,,Baltimore,MD,46169
C00001433,72,7974 Mulberry St.,,Philadelphia,PA,40526
C00001434,72,918 Sussex St.,,Philadelphia,PA,41173
C00001435,52,183 Proctor St.,,New Haven,CT,43801
C00001438,29,7 Tarkiln Hill Street,,Newark,NJ,48123
C00001439,29,190 NE. Galvin Drive,,Newark,NJ,41407
C00001440,1,99 Pumpkin Hill Drive,,New York City,NY,10040
C00001441,42,1 East Young Lane,,Billings,MT,48690
C00001442,42,234 Pulaski Dr.,,Billings,MT,42167
C00001443,29,9774 Sage St.,,Newark,NJ,40019
C00001444,29,201 Peg Shop Rd.,,Newark,NJ,43543
C00001445,68,444 Birchpond Dr.,,Cranston,RI,46784
C00001446,70,189 Princess Lane,,Los Angeles,CA,42754
C00001447,70,6 Ocean Road,,Los Angeles,CA,42974
C00001448,50,335 Overlook Ave.,,Buffalo,NY,14267
C00001449,41,176 Chapel Road,,Manchester,NH,46658
C00001450,61,354 Wentworth Street,,Fall River,MA,2723
C00001452,72,736 Littleton Drive,,Philadelphia,PA,46780
C00001453,29,5 School St.,,Newark,NJ,49261
C00001454,73,6 4th Drive,,New Britain,CT,47502
C00001455,73,608 Prince St.,,New Britain,CT,47914
C00001456,70,421 Pin Oak St.,,Los Angeles,CA,46888
C00001457,70,848 Acacia Dr.,,Los Angeles,CA,45189
C00001458,67,8281 Squaw Creek St.,,Danbury,CT,46894
C00001459,4,977 South Country Club Lane,,Charlotte,NC,47461
C00001460,23,902 Peninsula Court,,Minneapolis,MN,48214
C00001461,28,3 SE. Dogwood Dr.,,Anchorage,AK,47307
C00001462,49,9 Woodside Ave.,,Burlington,VT,38506
C00001463,70,252 Cambridge Dr.,,Los Angeles,CA,40179
C00001464,36,7929 Delaware St.,,Providence,RI,42914
C00001465,36,37 Surrey Drive,,Providence,RI,44416
C00001466,39,637 Hall St.,,Charleston,SC,47542
C00001467,65,7926 Creekside Street,,Newton,MA,2464
C00001468,77,76 Shadow Brook Ave.,,Syracuse,NY,13210
C00001469,54,17 Shipley St.,,Houston,TX,41627
C00001470,1,7989 Sussex Dr.,,New York City,NY,10034
C00001471,1,691 West Elizabeth St.,,New York City,NY,10022
C00001472,1,9019 W. Magnolia Ave.,,New York City,NY,10154
C00001473,1,8848 Pin Oak Drive,,New York City,NY,10001
C00001474,45,2 Adams Drive,,Cheyenne,WY,47511
C00001475,19,1 Jefferson Lane,,Atlanta,GA,47719
C00001476,70,7569 Belmont Dr.,,Los Angeles,CA,48870
C00001478,4,563 Galvin Ave.,,Charlotte,NC,44110
C00001479,1,7695 White Ave.,,New York City,NY,10029
C00001480,69,40 Cemetery St.,,Lawrence,MA,1843
C00001481,62,304 Third Rd.,,Nashua,NH,49470
C00001482,46,64 Golf Rd.,,San Diego,CA,44594
C00001483,1,113 Golden Star Drive,,New York City,NY,10173
C00001484,1,61 Elizabeth Lane,,New York City,NY,10001
C00001485,7,10 Proctor Lane,,Denver,CO,44740
C00001486,7,9289 Overlook Drive,,Denver,CO,44685
C00001487,48,53 Gregory Street,,Worcester,MA,1603
C00001488,31,656 Valley Street,,Des Moines,IA,46787
C00001489,6,7086 Center Ave.,,Seattle,WA,46231
C00001490,42,7380 E. Tunnel Rd.,,Billings,MT,49355
C00001491,19,81 Water Dr.,,Atlanta,GA,43154
C00001492,9,9952 Tower Road,,Boston,MA,2298
C00001493,1,94 Arch St.,,New York City,NY,10199
C00001494,1,7486 King St.,,New York City,NY,10128
C00001495,1,8372 Glenridge Dr.,,New York City,NY,10055
C00001496,1,891 Sleepy Hollow St.,,New York City,NY,10123
C00001497,53,60 W. Wrangler Lane,,Hartford,CT,48595
C00001498,53,7843 Valley View St.,,Hartford,CT,42417
C00001499,74,9327 Fawn Road,,Chicago,IL,43497
C00001500,1,260 Illinois Drive,,New York City,NY,10003
C00001501,68,146 Hudson St.,,Cranston,RI,45211
C00001502,68,190 Oak Valley Street,,Cranston,RI,44348
C00001503,58,7026 Old Franklin St.,,Brockton,MA,2301
C00001504,58,6 East Proctor St.,,Brockton,MA,2302
C00001505,65,22 Hudson Street,,Newton,MA,2460
C00001506,22,7873 Old Lilac St.,,Virginia Beach,VA,41785
C00001507,22,54 Blackburn Dr.,,Virginia Beach,VA,44077
C00001508,67,4 High Point Drive,,Danbury,CT,49007
C00001509,62,20 Orange St.,,Nashua,NH,48743
C00001510,34,555 Ryan St.,,Little Rock,AR,44355
C00001511,13,46 Penn St.,,Oklahoma City,OK,43236
C00001512,5,8663 Birchwood Dr.,,Indianapolis,IN,41819
C00001513,74,9533 Constitution St.,,Chicago,IL,42778
C00001514,68,8870 Laurel Drive,,Cranston,RI,44905
C00001516,38,94 Corona Street,,Bridgeport,CT,48891
C00001517,66,751 Tarkiln Hill Ave.,,Warwick,RI,44533
C00001518,3,351 Hill Field St.,,Columbus,OH,48988
C00001519,3,582 Acacia St.,,Columbus,OH,43055
C00001520,72,517 Pennington St.,,Philadelphia,PA,42589
C00001521,5,688 Cherry St.,,Indianapolis,IN,43279
C00001522,52,9322 Nichols Ave.,,New Haven,CT,47330
C00001523,29,8452 Bear Hill Avenue,,Newark,NJ,47937
C00001524,30,101 New Saddle St.,,Boise,ID,43843
C00001525,1,70 Military Dr.,,New York City,NY,10005
C00001526,1,371 Bank Street,,New York City,NY,10108
C00001527,49,964 W. Smoky Hollow St.,,Burlington,VT,37708
C00001528,57,45 Devon Lane,,New Bedford,MA,2742
C00001529,43,230 Gainsway Street,,Wilmington,DE,43095
C00001530,74,988 Tower Avenue,,Chicago,IL,41355
C00001531,52,137 Deerfield St.,,New Haven,CT,48426
C00001532,52,212 NW. Wagon Ave.,,New Haven,CT,49699
C00001533,55,258 North Surrey St.,,Lowell,MA,1853
C00001534,17,517 North Studebaker St.,,Milwaukee,WI,44426
C00001535,40,949 Rock Creek Rd.,,Fargo,ND,44380
C00001536,37,393 Jefferson St.,,Jackson,MS,46674
C00001537,54,9 Branch Rd.,,Houston,TX,42395
C00001539,32,7408 Newport Court,,Birmingham,AL,48328
C00001540,36,210 Pheasant Ave.,,Providence,RI,45282
C00001541,36,8218 Kirkland Road,,Providence,RI,48212
C00001542,31,8814 South Andover Drive,,Des Moines,IA,43017
C00001543,31,92 Cleveland Lane,,Des Moines,IA,43421
C00001546,28,34 North Court Lane,,Anchorage,AK,47672
C00001547,28,8599 Delaware St.,,Anchorage,AK,46152
C00001548,70,421 East Spruce Dr.,,Los Angeles,CA,46938
C00001549,70,7235 High Ridge Street,,Los Angeles,CA,41574
C00001550,8,8210 Bohemia Ave.,,Washington,DC,47487
C00001554,55,12 N. Newport Dr.,,Lowell,MA,1853
C00001555,30,192 Rock Maple Dr.,,Boise,ID,47031
C00001556,66,2 Eagle Ave.,,Warwick,RI,44432
C00001557,35,48 Bedford St.,Unit 1,Sioux Falls,SD,47391
C00001558,11,86 West Galvin St.,,Nashville,TN,46810
C00001559,72,546 West Glen Creek Road,,Philadelphia,PA,41100
C00001561,1,231 Smith Store St.,,New York City,NY,10022
C00001562,1,9295 Stonybrook Road,,New York City,NY,10011
C00001563,3,923 New Lane,Unit 6,Columbus,OH,42668
C00001564,40,292 Pin Oak St.,,Fargo,ND,43291
C00001565,71,295 Carson Lane,,Somerville,MA,2145
C00001566,15,195 Brookside St.,,Louisville,KY,46459
C00001567,50,427 Military St.,,Buffalo,NY,14225
C00001568,50,7 Hawthorne St.,,Buffalo,NY,14240
C00001569,54,8486 Warren Road,,Houston,TX,45831
C00001570,54,892 Devon Street,,Houston,TX,41663
C00001571,7,1 Addison Ave.,,Denver,CO,41009
C00001572,1,8768 Santa Clara Rd.,,New York City,NY,10106
C00001574,18,96 Summer Court,Unit 80,Albuquerque,NM,43530
C00001575,55,85 West Rockledge St.,,Lowell,MA,1853
C00001576,55,506 Locust St.,,Lowell,MA,1853
C00001577,23,7677 Amerige Avenue,,Minneapolis,MN,48403
C00001578,40,901 N. Marsh Rd.,,Fargo,ND,48452
C00001579,27,884 Snake Hill Ave.,,San Antonio,TX,41894
C00001580,1,33 Rosewood Street,Unit 1B,New York City,NY,10045
C00001581,56,434 West Ryan Dr.,,Cambridge,MA,2138
C00001582,54,8815 East Country Court,,Houston,TX,45029
C00001583,1,771 Greystone St.,,New York City,NY,10090
C00001584,1,77 East Briarwood St.,Apt. 3D,New York City,NY,10121
C00001585,60,9447 Hudson Street,,Lynn,MA,1910
C00001586,60,337 Oak Valley St.,,Lynn,MA,1904
C00001587,23,9846 Devonshire Street,,Minneapolis,MN,45839
C00001588,45,623 Homestead St.,,Cheyenne,WY,40250
C00001589,48,7167 Hall Court,,Worcester,MA,1609
C00001590,13,45 Mill Pond Street,,Oklahoma City,OK,49906
C00001591,42,150 Indian Summer Drive,,Billings,MT,47918
C00001592,56,735 Stonybrook Road,,Cambridge,MA,2138
C00001593,56,519 North Glenlake Avenue,,Cambridge,MA,2138
C00001594,56,752 Baker Dr.,,Cambridge,MA,2138
C00001595,56,58 S. Parker Lane,,Cambridge,MA,2138
C00001596,58,105 Littleton Dr.,,Brockton,MA,2303
C00001597,60,57 Golden Star Ave.,,Lynn,MA,1905
C00001598,67,7C Academy Street,,Danbury,CT,49565
C00001599,43,84 Rock Maple St.,Unit 81,Wilmington,DE,40293
C00001600,43,673 Longfellow Ave.,,Wilmington,DE,45224
C00001601,42,344 Newcastle Lane,,Billings,MT,43289
C00001602,42,792 N. Gates St.,,Billings,MT,48280
C00001603,26,8882 Corona Dr.,,Honolulu,HI,43763
C00001604,26,77 Lancaster Street,Unit 1B,Honolulu,HI,42872
C00001605,52,74 6th St.,,New Haven,CT,45903
C00001606,65,7693 Paris Hill Dr.,,Newton,MA,2461
C00001607,8,50 Peninsula Lane,,Washington,DC,49160
C00001608,53,8722 Shore St.,,Hartford,CT,44529
C00001609,53,580 Elizabeth Lane,,Hartford,CT,45243
C00001610,68,165 Mulberry Lane,,Cranston,RI,47275
C00001611,59,366 3rd Lane,,Quincy,MA,2170
C00001612,59,7847 NW. Purple Finch Road,,Quincy,MA,2269
C00001613,50,9417 Canterbury Street,,Buffalo,NY,14269
C00001614,21,7556 Peachtree Ave.,,Omaha,NE,40430
C00001615,74,503 Greenview St.,,Chicago,IL,44318
C00001616,54,1 Young St.,,Houston,TX,43182
C00001617,5,109 East Drive,,Indianapolis,IN,46779
C00001618,17,52 W. Trenton Road,,Milwaukee,WI,48954
C00001619,74,65 Penn Ave.,,Chicago,IL,48558
C00001620,74,709 Euclid Dr.,,Chicago,IL,47663
C00001621,76,7037 Canterbury Street,,Yonkers,NY,10701
C00001622,52,48 Manchester Road,,New Haven,CT,43437
C00001623,36,686 Manhattan St.,,Providence,RI,44367
C00001624,9,21 Wagon Street,,Boston,MA,2241
C00001625,9,420 Sunnyslope St.,,Boston,MA,2283
C00001628,12,429 Griffin Lane,,Portland,OR,44102
C00001629,28,7491 Pulaski Road,,Anchorage,AK,48039
C00001630,28,136 East John St.,,Anchorage,AK,42374
C00001631,74,906 Old La Sierra Street,,Chicago,IL,44179
C00001632,8,7509 Glenholme Ave.,,Washington,DC,43816
C00001633,55,248 Cobblestone Ave.,,Lowell,MA,1854
C00001634,55,8568 Princess Ave.,,Lowell,MA,1854
C00001635,75,9211 Franklin St.,,Rochester,NY,14615
C00001636,75,7550 Meadowbrook Ave.,,Rochester,NY,14616
C00001637,21,7804 W. School Lane,,Omaha,NE,46343
C00001638,40,10 Arcadia Road,,Fargo,ND,45664
C00001639,1,7404 Green Lake St.,,New York City,NY,10162
C00001640,51,285 Westminster Lane,,Springfield,MA,1111
C00001641,31,59 Sugar Street,,Des Moines,IA,49938
C00001642,1,79 Cooper St.,,New York City,NY,10122
C00001643,39,793 Glendale Dr.,,Charleston,SC,40992
C00001644,56,9094 West Longfellow Dr.,,Cambridge,MA,2138
C00001645,39,658 Westport St.,,Charleston,SC,46041
C00001646,8,9808 Madison Street,,Washington,DC,45635
C00001647,71,718 South Essex Dr.,,Somerville,MA,2145
C00001648,46,512 Saxton Dr.,,San Diego,CA,40218
C00001649,46,9234 Golf St.,Unit 7,San Diego,CA,42074
C00001650,1,455 Sunset St.,,New York City,NY,10012
C00001651,11,823 Ridgeview Street,,Nashville,TN,41677
C00001653,42,7440 Water St.,,Billings,MT,49421
C00001654,60,392 N. Paris Hill Dr.,,Lynn,MA,1910
C00001655,74,50 Cambridge Lane,,Chicago,IL,43919
C00001656,22,7785 West Littleton St.,Unit 77,Virginia Beach,VA,42901
C00001657,32,81 Lantern Lane,,Birmingham,AL,47493
C00001658,52,60 Belmont St.,,New Haven,CT,40956
C00001659,1,8827 W. Greystone St.,,New York City,NY,10116
C00001660,1,669 N. Pineknoll St.,,New York City,NY,10040
C00001661,47,9203 Jockey Hollow Lane,,Charleston,WV,41138
C00001662,53,7272 W. Manor Street,,Hartford,CT,46955
C00001663,19,84 Gainsway Dr.,,Atlanta,GA,48368
C00001664,64,20 Grandrose St.,,Phoenix,AZ,48383
C00001665,64,47 Walt Whitman Street,,Phoenix,AZ,41053
C00001666,1,8468 Old Olive Dr.,,New York City,NY,10038
C00001667,1,866 Linda Street,,New York City,NY,10027
C00001668,20,2 Edgewood Ave.,,Kansas City,MO,45279
C00001669,47,297 Albany St.,,Charleston,WV,43321
C00001670,53,65 Westminster Drive,,Hartford,CT,48714
C00001671,57,11 Pin Oak St.,,New Bedford,MA,2742
C00001672,57,8447 W. Albany Street,,New Bedford,MA,2742
C00001673,48,242 Harrison Road,,Worcester,MA,1610
C00001674,11,334 Clark Street,,Nashville,TN,41562
C00001675,74,8234 Theatre Street,,Chicago,IL,44869
C00001676,53,790 Devon Drive,,Hartford,CT,45698
C00001677,53,7506 Princeton Drive,,Hartford,CT,42367
C00001679,67,559 SW. Cherry Rd.,,Danbury,CT,48931
C00001680,29,30 West Surrey Avenue,,Newark,NJ,48487
C00001681,34,8603 Elmwood Dr.,,Little Rock,AR,48144
C00001682,69,9489 Brickyard Ave.,,Lawrence,MA,1843
C00001683,15,8875 Locust Ave.,,Louisville,KY,45581
C00001684,15,9 Amherst Street,,Louisville,KY,48966
C00001685,61,53 Beechwood Drive,,Fall River,MA,2723
C00001686,1,89 East Beaver Ridge Rd.,,New York City,NY,10019
C00001687,1,40 Magnolia Street,,New York City,NY,10041
C00001688,32,760 Glen Ridge Lane,,Birmingham,AL,45332
C00001689,1,195 N. Blue Spring Ave.,,New York City,NY,10037
C00001690,46,62 Rockaway Street,Unit 76,San Diego,CA,43062
C00001691,21,355 Johnson Street,,Omaha,NE,42387
C00001692,62,387 Strawberry St.,,Nashua,NH,47441
C00001693,45,9745 North Oak Dr.,,Cheyenne,WY,46648
C00001694,45,688 Bear Hill St.,,Cheyenne,WY,40867
C00001696,1,7831 Glendale St.,,New York City,NY,10174
C00001697,55,179 Westport Lane,,Lowell,MA,1854
C00001698,55,8514 Thompson Street,,Lowell,MA,1854
C00001699,17,16 Proctor St.,,Milwaukee,WI,49457
C00001700,7,9685 NW. Strawberry Drive,,Denver,CO,42232
C00001701,7,7011 Arnold Ave.,,Denver,CO,47255
C00001702,53,7460 Walt Whitman Street,,Hartford,CT,48781
C00001703,50,307 Bay Ave.,,Buffalo,NY,14216
C00001704,50,15 York Street,,Buffalo,NY,14215
C00001705,19,7713 Gonzales St.,,Atlanta,GA,44294
C00001706,19,73 Oakwood Drive,,Atlanta,GA,41558
C00001707,10,929 Edgewood Street,,Detroit,MI,42894
C00001709,74,939 Shipley Court,Apt. 4D,Chicago,IL,48128
C00001710,54,9118 Market St.,,Houston,TX,47347
C00001711,64,192 East Edgewater St.,,Phoenix,AZ,49694
C00001712,64,480 Hillside Street,,Phoenix,AZ,49207
C00001713,65,48 Evergreen St.,,Newton,MA,2462
C00001714,58,545 King Drive,,Brockton,MA,2304
C00001717,73,71 Pennsylvania St.,,New Britain,CT,47318
C00001718,75,7064 Bow Ridge Lane,,Rochester,NY,14617
C00001719,35,7677 Gainsway Lane,,Sioux Falls,SD,43309
C00001720,33,10 San Pablo Ave.,,Salt Lake City,UT,48774
C00001721,33,415 Lexington St.,,Salt Lake City,UT,40912
C00001722,68,7607 Augusta St.,,Cranston,RI,48108
C00001723,71,76 Johnson Street,,Somerville,MA,2145
C00001724,68,47 Lakeshore Street,,Cranston,RI,41126
C00001725,76,245 Woodside Ave.,,Yonkers,NY,10702
C00001726,76,8527 Howard St.,,Yonkers,NY,10703
C00001727,32,43 Applegate Lane,,Birmingham,AL,46066
C00001728,32,8992 Gonzales St.,,Birmingham,AL,43111
C00001729,76,3 Rockland Street,,Yonkers,NY,10704
C00001730,40,16 Trout Street,,Fargo,ND,45432
C00001731,17,132 Elm Ave.,,Milwaukee,WI,46721
C00001733,57,486 Front St.,,New Bedford,MA,2742
C00001734,26,7763 Marvon St.,,Honolulu,HI,48034
C00001735,26,86 N. Marshall St.,,Honolulu,HI,44096
C00001736,41,997 Fawn St.,,Manchester,NH,43958
C00001737,27,938 Brookside Drive,,San Antonio,TX,41701
C00001738,27,113 Prairie Street,,San Antonio,TX,45092
C00001741,70,33 John St.,,Los Angeles,CA,49294
C00001742,1,644 Jockey Hollow Dr.,,New York City,NY,10260
C00001743,3,619 Smith Drive,,Columbus,OH,40558
C00001744,50,96 Virginia Drive,,Buffalo,NY,14280
C00001745,23,1 Alton Drive,,Minneapolis,MN,44590
C00001746,11,62 Oak Ave.,,Nashville,TN,40648
C00001747,11,7911 Brewery Road,,Nashville,TN,47000
C00001748,64,8355 Studebaker St.,,Phoenix,AZ,46362
C00001749,50,161 Lincoln Ave.,,Buffalo,NY,14204
C00001750,23,7137 Edgemont Avenue,,Minneapolis,MN,48672
C00001751,54,8094 Lower River St.,,Houston,TX,49222
C00001752,70,34 Oak Meadow Court,,Los Angeles,CA,45164
C00001753,60,8795 Temple St.,,Lynn,MA,1903
C00001754,57,9306 Pleasant St.,,New Bedford,MA,2742
C00001755,65,526 Cemetery Ave.,,Newton,MA,2464
C00001756,1,53 Academy St.,,New York City,NY,10120
C00001757,1,770 Wagon Ave.,,New York City,NY,10023
